"dataset","sample","reads","richness","habitat"
"Genus","ST12",27001,214.160892341804,"Subtidal"
"Genus","ST12",28001,216.151280568766,"Subtidal"
"Genus","ST12",29001,218.065355675481,"Subtidal"
"Genus","ST12",30001,219.907604306742,"Subtidal"
"Genus","ST12",31001,221.682093100926,"Subtidal"
"Genus","ST12",32001,223.392521007885,"Subtidal"
"Genus","ST12",33001,225.042263822275,"Subtidal"
"Genus","ST12",34001,226.634412273697,"Subtidal"
"Genus","ST12",35001,228.171804724653,"Subtidal"
"Genus","ST12",36001,229.65705536591,"Subtidal"
"Genus","ST12",37001,231.092578611004,"Subtidal"
"Genus","ST12",38001,232.480610282085,"Subtidal"
"Genus","ST12",39001,233.823226062246,"Subtidal"
"Genus","ST12",40001,235.122357621767,"Subtidal"
"Genus","ST12",41001,236.379806750231,"Subtidal"
"Genus","ST12",42001,237.597257772957,"Subtidal"
"Genus","ST12",43001,238.776288488666,"Subtidal"
"Genus","ST12",44001,239.918379827745,"Subtidal"
"Genus","ST12",45001,241.024924398685,"Subtidal"
"Genus","ST12",46001,242.097234068394,"Subtidal"
"Genus","ST12",47001,243.136546695545,"Subtidal"
"Genus","ST12",48001,244.144032128329,"Subtidal"
"Genus","ST12",49001,245.120797550127,"Subtidal"
"Genus","ST12",50001,246.067892259769,"Subtidal"
"Genus","ST12",51001,246.986311945016,"Subtidal"
"Genus","ST12",52001,247.877002517396,"Subtidal"
"Genus","ST12",53001,248.740863551969,"Subtidal"
"Genus","ST12",54001,249.57875138254,"Subtidal"
"Genus","ST12",55001,250.391481887825,"Subtidal"
"Genus","ST12",56001,251.179833004992,"Subtidal"
"Genus","ST12",57001,251.944547000338,"Subtidal"
"Genus","ST12",58001,252.686332522432,"Subtidal"
"Genus","ST12",59001,253.405866463173,"Subtidal"
"Genus","ST12",60001,254.103795647014,"Subtidal"
"Genus","ST12",61001,254.780738365283,"Subtidal"
"Genus","ST12",62001,255.437285773142,"Subtidal"
"Genus","ST12",63001,256.074003164082,"Subtidal"
"Genus","ST12",64001,256.691431133093,"Subtidal"
"Genus","ST12",65001,257.290086641367,"Subtidal"
"Genus","ST12",66001,257.870463991748,"Subtidal"
"Genus","ST12",67001,258.433035725066,"Subtidal"
"Genus","ST12",68001,258.978253443315,"Subtidal"
"Genus","ST12",69001,259.506548569451,"Subtidal"
"Genus","ST12",70001,260.01833304821,"Subtidal"
"Genus","ST12",71001,260.513999993925,"Subtidal"
"Genus","ST12",72001,260.993924291551,"Subtidal"
"Genus","ST12",73001,261.458463153742,"Subtidal"
"Genus","ST12",74001,261.907956639234,"Subtidal"
"Genus","ST12",75001,262.342728135248,"Subtidal"
"Genus","ST12",76001,262.763084807927,"Subtidal"
"Genus","ST12",77001,263.169318022541,"Subtidal"
"Genus","ST12",78001,263.561703736751,"Subtidal"
"Genus","ST12",79001,263.940502869078,"Subtidal"
"Genus","ST12",80001,264.305961643991,"Subtidal"
"Genus","ST12",81001,264.658311915933,"Subtidal"
"Genus","ST12",82001,264.997771473561,"Subtidal"
"Genus","ST12",83001,265.324544325542,"Subtidal"
"Genus","ST12",84001,265.638820969253,"Subtidal"
"Genus","ST12",85001,265.940778643412,"Subtidal"
"Genus","ST12",85202,266,"Subtidal"
"Genus","ST13",1,1.00000000000014,"Subtidal"
"Genus","ST13",1001,39.9736675486207,"Subtidal"
"Genus","ST13",2001,52.899362151241,"Subtidal"
"Genus","ST13",3001,62.2680183948596,"Subtidal"
"Genus","ST13",4001,69.7112891403033,"Subtidal"
"Genus","ST13",5001,75.9380246798534,"Subtidal"
"Genus","ST13",6001,81.3263506351425,"Subtidal"
"Genus","ST13",7001,86.0993909914347,"Subtidal"
"Genus","ST13",8001,90.3989946556151,"Subtidal"
"Genus","ST13",9001,94.3208106133393,"Subtidal"
"Genus","ST13",10001,97.9324820291031,"Subtidal"
"Genus","ST13",11001,101.283752942058,"Subtidal"
"Genus","ST13",12001,104.41240921911,"Subtidal"
"Genus","ST13",13001,107.347941444668,"Subtidal"
"Genus","ST13",14001,110.113897291177,"Subtidal"
"Genus","ST13",15001,112.729446531725,"Subtidal"
"Genus","ST13",16001,115.210454846022,"Subtidal"
"Genus","ST13",17001,117.57024089697,"Subtidal"
"Genus","ST13",18001,119.820123099965,"Subtidal"
"Genus","ST13",19001,121.969823064111,"Subtidal"
"Genus","ST13",20001,124.027768988355,"Subtidal"
"Genus","ST13",21001,126.001327752288,"Subtidal"
"Genus","ST13",22001,127.896985176032,"Subtidal"
"Genus","ST13",23001,129.720487960044,"Subtidal"
"Genus","ST13",24001,131.476956860622,"Subtidal"
"Genus","ST13",25001,133.17097792717,"Subtidal"
"Genus","ST13",26001,134.806676861003,"Subtidal"
"Genus","ST13",27001,136.387780176664,"Subtidal"
"Genus","ST13",28001,137.917665979473,"Subtidal"
"Genus","ST13",29001,139.399406475176,"Subtidal"
"Genus","ST13",30001,140.835803832465,"Subtidal"
"Genus","ST13",31001,142.229420679562,"Subtidal"
"Genus","ST13",32001,143.582606207873,"Subtidal"
"Genus","ST13",33001,144.897518668268,"Subtidal"
"Genus","ST13",34001,146.176144875104,"Subtidal"
"Genus","ST13",35001,147.420317218255,"Subtidal"
"Genus","ST13",36001,148.631728573002,"Subtidal"
"Genus","ST13",37001,149.811945435823,"Subtidal"
"Genus","ST13",38001,150.962419551537,"Subtidal"
"Genus","ST13",39001,152.084498244457,"Subtidal"
"Genus","ST13",40001,153.179433627888,"Subtidal"
"Genus","ST13",41001,154.248390852235,"Subtidal"
"Genus","ST13",42001,155.292455504751,"Subtidal"
"Genus","ST13",43001,156.312640271774,"Subtidal"
"Genus","ST13",44001,157.309890946775,"Subtidal"
"Genus","ST13",45001,158.285091874997,"Subtidal"
"Genus","ST13",46001,159.239070870719,"Subtidal"
"Genus","ST13",47001,160.172603692121,"Subtidal"
"Genus","ST13",48001,161.086418114491,"Subtidal"
"Genus","ST13",49001,161.981197618227,"Subtidal"
"Genus","ST13",50001,162.857584782942,"Subtidal"
"Genus","ST13",51001,163.716184353246,"Subtidal"
"Genus","ST13",52001,164.557566066726,"Subtidal"
"Genus","ST13",53001,165.382267229133,"Subtidal"
"Genus","ST13",54001,166.190795068226,"Subtidal"
"Genus","ST13",55001,166.983628904861,"Subtidal"
"Genus","ST13",56001,167.761222134027,"Subtidal"
"Genus","ST13",57001,168.524004044233,"Subtidal"
"Genus","ST13",58001,169.272381495804,"Subtidal"
"Genus","ST13",59001,170.006740458218,"Subtidal"
"Genus","ST13",60001,170.727447424271,"Subtidal"
"Genus","ST13",61001,171.434850718589,"Subtidal"
"Genus","ST13",62001,172.129281693755,"Subtidal"
"Genus","ST13",63001,172.811055846166,"Subtidal"
"Genus","ST13",64001,173.480473830058,"Subtidal"
"Genus","ST13",65001,174.137822407528,"Subtidal"
"Genus","ST13",66001,174.783375321545,"Subtidal"
"Genus","ST13",67001,175.417394099928,"Subtidal"
"Genus","ST13",68001,176.040128803781,"Subtidal"
"Genus","ST13",69001,176.651818720009,"Subtidal"
"Genus","ST13",70001,177.252693002406,"Subtidal"
"Genus","ST13",71001,177.842971264042,"Subtidal"
"Genus","ST13",72001,178.422864132437,"Subtidal"
"Genus","ST13",73001,178.99257376095,"Subtidal"
"Genus","ST13",74001,179.55229430457,"Subtidal"
"Genus","ST13",75001,180.102212364401,"Subtidal"
"Genus","ST13",76001,180.642507400043,"Subtidal"
"Genus","ST13",77001,181.173352114582,"Subtidal"
"Genus","ST13",78001,181.69491281292,"Subtidal"
"Genus","ST13",79001,182.207349735958,"Subtidal"
"Genus","ST13",80001,182.710817373728,"Subtidal"
"Genus","ST13",81001,183.205464757024,"Subtidal"
"Genus","ST13",82001,183.69143573012,"Subtidal"
"Genus","ST13",83001,184.168869207616,"Subtidal"
"Genus","ST13",84001,184.637899410996,"Subtidal"
"Genus","ST13",85001,185.098656096373,"Subtidal"
"Genus","ST13",86001,185.551264760936,"Subtidal"
"Genus","ST13",87001,185.995846844202,"Subtidal"
"Genus","ST13",88001,186.432519909045,"Subtidal"
"Genus","ST13",89001,186.861397819777,"Subtidal"
"Genus","ST13",90001,187.282590902778,"Subtidal"
"Genus","ST13",91001,187.696206101117,"Subtidal"
"Genus","ST13",92001,188.10234712043,"Subtidal"
"Genus","ST13",93001,188.501114564075,"Subtidal"
"Genus","ST13",94001,188.892606062393,"Subtidal"
"Genus","ST13",95001,189.276916393716,"Subtidal"
"Genus","ST13",96001,189.654137597515,"Subtidal"
"Genus","ST13",97001,190.024359084096,"Subtidal"
"Genus","ST13",98001,190.387667735023,"Subtidal"
"Genus","ST13",99001,190.744147999534,"Subtidal"
"Genus","ST13",100001,191.093881985451,"Subtidal"
"Genus","ST13",101001,191.43694954492,"Subtidal"
"Genus","ST13",102001,191.773428355574,"Subtidal"
"Genus","ST13",103001,192.103393997349,"Subtidal"
"Genus","ST13",104001,192.426920025056,"Subtidal"
"Genus","ST13",105001,192.744078037563,"Subtidal"
"Genus","ST13",106001,193.054937741905,"Subtidal"
"Genus","ST13",107001,193.359567016202,"Subtidal"
"Genus","ST13",108001,193.658031967234,"Subtidal"
"Genus","ST13",109001,193.9503969865,"Subtidal"
"Genus","ST13",110001,194.236724801953,"Subtidal"
"Genus","ST13",111001,194.517076528842,"Subtidal"
"Genus","ST13",112001,194.791511716224,"Subtidal"
"Genus","ST13",113001,195.060088392003,"Subtidal"
"Genus","ST13",114001,195.322863105804,"Subtidal"
"Genus","ST13",115001,195.579890969222,"Subtidal"
"Genus","ST13",116001,195.83122569397,"Subtidal"
"Genus","ST13",117001,196.076919629004,"Subtidal"
"Genus","ST13",118001,196.317023794525,"Subtidal"
"Genus","ST13",119001,196.551587915344,"Subtidal"
"Genus","ST13",120001,196.780660452025,"Subtidal"
"Genus","ST13",121001,197.004288630663,"Subtidal"
"Genus","ST13",122001,197.222518471272,"Subtidal"
"Genus","ST13",123001,197.435394814485,"Subtidal"
"Genus","ST13",124001,197.64296134734,"Subtidal"
"Genus","ST13",125001,197.845260627474,"Subtidal"
"Genus","ST13",126001,198.042334106231,"Subtidal"
"Genus","ST13",127001,198.234222150679,"Subtidal"
"Genus","ST13",128001,198.420964064446,"Subtidal"
"Genus","ST13",129001,198.602598107553,"Subtidal"
"Genus","ST13",130001,198.779161515247,"Subtidal"
"Genus","ST13",131001,198.950690515868,"Subtidal"
"Genus","ST13",131294,199,"Subtidal"
"Genus","ST14",1,1.00000000000021,"Subtidal"
"Genus","ST14",1001,68.7337120243581,"Subtidal"
"Genus","ST14",2001,91.2153687313222,"Subtidal"
"Genus","ST14",3001,107.143028371488,"Subtidal"
"Genus","ST14",4001,119.70556986411,"Subtidal"
"Genus","ST14",5001,130.119267530375,"Subtidal"
"Genus","ST14",6001,139.010000815206,"Subtidal"
"Genus","ST14",7001,146.752221753648,"Subtidal"
"Genus","ST14",8001,153.592087229188,"Subtidal"
"Genus","ST14",9001,159.702030383546,"Subtidal"
"Genus","ST14",10001,165.208451856723,"Subtidal"
"Genus","ST14",11001,170.207212887255,"Subtidal"
"Genus","ST14",12001,174.772952032615,"Subtidal"
"Genus","ST14",13001,178.965009685696,"Subtidal"
"Genus","ST14",14001,182.831370192825,"Subtidal"
"Genus","ST14",15001,186.411385485309,"Subtidal"
"Genus","ST14",16001,189.737716657493,"Subtidal"
"Genus","ST14",17001,192.8377543161,"Subtidal"
"Genus","ST14",18001,195.734680053051,"Subtidal"
"Genus","ST14",19001,198.448273892813,"Subtidal"
"Genus","ST14",20001,200.995537774171,"Subtidal"
"Genus","ST14",21001,203.39118323032,"Subtidal"
"Genus","ST14",22001,205.648017229616,"Subtidal"
"Genus","ST14",23001,207.777250590078,"Subtidal"
"Genus","ST14",24001,209.788746851047,"Subtidal"
"Genus","ST14",25001,211.691224838829,"Subtidal"
"Genus","ST14",26001,213.492424882616,"Subtidal"
"Genus","ST14",27001,215.199246214978,"Subtidal"
"Genus","ST14",28001,216.817861337444,"Subtidal"
"Genus","ST14",29001,218.353811808211,"Subtidal"
"Genus","ST14",30001,219.812088926155,"Subtidal"
"Genus","ST14",31001,221.197202046294,"Subtidal"
"Genus","ST14",32001,222.513236690194,"Subtidal"
"Genus","ST14",33001,223.763904179119,"Subtidal"
"Genus","ST14",34001,224.95258418664,"Subtidal"
"Genus","ST14",35001,226.082361340552,"Subtidal"
"Genus","ST14",36001,227.156056798501,"Subtidal"
"Genus","ST14",37001,228.176255560977,"Subtidal"
"Genus","ST14",38001,229.145330152203,"Subtidal"
"Genus","ST14",39001,230.065461194214,"Subtidal"
"Genus","ST14",40001,230.938655317068,"Subtidal"
"Genus","ST14",41001,231.766760775471,"Subtidal"
"Genus","ST14",42001,232.551481085519,"Subtidal"
"Genus","ST14",43001,233.294386949716,"Subtidal"
"Genus","ST14",44001,233.996926696161,"Subtidal"
"Genus","ST14",45001,234.660435426923,"Subtidal"
"Genus","ST14",46001,235.286143042171,"Subtidal"
"Genus","ST14",47001,235.875181282609,"Subtidal"
"Genus","ST14",48001,236.428589914563,"Subtidal"
"Genus","ST14",49001,236.947322163188,"Subtidal"
"Genus","ST14",50001,237.432249486205,"Subtidal"
"Genus","ST14",51001,237.884165767408,"Subtidal"
"Genus","ST14",52001,238.30379099845,"Subtidal"
"Genus","ST14",53001,238.691774508254,"Subtidal"
"Genus","ST14",54001,239.048697790478,"Subtidal"
"Genus","ST14",55001,239.375076972617,"Subtidal"
"Genus","ST14",56001,239.671364963482,"Subtidal"
"Genus","ST14",57001,239.937953309789,"Subtidal"
"Genus","ST14",57251,240,"Subtidal"
"Genus","ST15",1,0.999999999999811,"Subtidal"
"Genus","ST15",1001,58.0245669334171,"Subtidal"
"Genus","ST15",2001,78.2559300936111,"Subtidal"
"Genus","ST15",3001,93.0076013706218,"Subtidal"
"Genus","ST15",4001,104.8377304768,"Subtidal"
"Genus","ST15",5001,114.755611054645,"Subtidal"
"Genus","ST15",6001,123.297081000645,"Subtidal"
"Genus","ST15",7001,130.790782611674,"Subtidal"
"Genus","ST15",8001,137.456529876668,"Subtidal"
"Genus","ST15",9001,143.45009434261,"Subtidal"
"Genus","ST15",10001,148.886499149656,"Subtidal"
"Genus","ST15",11001,153.853342308609,"Subtidal"
"Genus","ST15",12001,158.418974355608,"Subtidal"
"Genus","ST15",13001,162.637791949624,"Subtidal"
"Genus","ST15",14001,166.553807365361,"Subtidal"
"Genus","ST15",15001,170.203134385278,"Subtidal"
"Genus","ST15",16001,173.615766045287,"Subtidal"
"Genus","ST15",17001,176.81687498245,"Subtidal"
"Genus","ST15",18001,179.827783567156,"Subtidal"
"Genus","ST15",19001,182.666700524478,"Subtidal"
"Genus","ST15",20001,185.349289159264,"Subtidal"
"Genus","ST15",21001,187.889111936575,"Subtidal"
"Genus","ST15",22001,190.297982762156,"Subtidal"
"Genus","ST15",23001,192.586249298988,"Subtidal"
"Genus","ST15",24001,194.763021484344,"Subtidal"
"Genus","ST15",25001,196.836358138038,"Subtidal"
"Genus","ST15",26001,198.813420529965,"Subtidal"
"Genus","ST15",27001,200.700599609063,"Subtidal"
"Genus","ST15",28001,202.503622037417,"Subtidal"
"Genus","ST15",29001,204.22763900953,"Subtidal"
"Genus","ST15",30001,205.87730099043,"Subtidal"
"Genus","ST15",31001,207.456820848481,"Subtidal"
"Genus","ST15",32001,208.970027374547,"Subtidal"
"Genus","ST15",33001,210.420410786802,"Subtidal"
"Genus","ST15",34001,211.81116153901,"Subtidal"
"Genus","ST15",35001,213.145203493251,"Subtidal"
"Genus","ST15",36001,214.425222357594,"Subtidal"
"Genus","ST15",37001,215.653690110214,"Subtidal"
"Genus","ST15",38001,216.832886036082,"Subtidal"
"Genus","ST15",39001,217.964914879262,"Subtidal"
"Genus","ST15",40001,219.051722549958,"Subtidal"
"Genus","ST15",41001,220.095109743223,"Subtidal"
"Genus","ST15",42001,221.096743779611,"Subtidal"
"Genus","ST15",43001,222.058168922619,"Subtidal"
"Genus","ST15",44001,222.980815394829,"Subtidal"
"Genus","ST15",45001,223.866007273341,"Subtidal"
"Genus","ST15",46001,224.714969424723,"Subtidal"
"Genus","ST15",47001,225.52883360997,"Subtidal"
"Genus","ST15",48001,226.308643871942,"Subtidal"
"Genus","ST15",49001,227.055361300648,"Subtidal"
"Genus","ST15",50001,227.769868257531,"Subtidal"
"Genus","ST15",51001,228.452972126529,"Subtidal"
"Genus","ST15",52001,229.105408651203,"Subtidal"
"Genus","ST15",53001,229.727844907059,"Subtidal"
"Genus","ST15",54001,230.320881951652,"Subtidal"
"Genus","ST15",55001,230.885057189024,"Subtidal"
"Genus","ST15",56001,231.420846479354,"Subtidal"
"Genus","ST15",57001,231.928666020651,"Subtidal"
"Genus","ST15",57146,232,"Subtidal"
"Genus","ST16",1,0.999999999999987,"Subtidal"
"Genus","ST16",1001,32.7333315762346,"Subtidal"
"Genus","ST16",2001,43.9316065690813,"Subtidal"
"Genus","ST16",3001,51.8340802527043,"Subtidal"
"Genus","ST16",4001,58.155617034994,"Subtidal"
"Genus","ST16",5001,63.5238690772474,"Subtidal"
"Genus","ST16",6001,68.2450462412493,"Subtidal"
"Genus","ST16",7001,72.4923159057584,"Subtidal"
"Genus","ST16",8001,76.3729757115078,"Subtidal"
"Genus","ST16",9001,79.9580230341158,"Subtidal"
"Genus","ST16",10001,83.2969688465157,"Subtidal"
"Genus","ST16",11001,86.4259099411363,"Subtidal"
"Genus","ST16",12001,89.3721954473406,"Subtidal"
"Genus","ST16",13001,92.1572479585872,"Subtidal"
"Genus","ST16",14001,94.7983319676713,"Subtidal"
"Genus","ST16",15001,97.3096976147105,"Subtidal"
"Genus","ST16",16001,99.7033419681085,"Subtidal"
"Genus","ST16",17001,101.989529803039,"Subtidal"
"Genus","ST16",18001,104.177159560181,"Subtidal"
"Genus","ST16",19001,106.274027430271,"Subtidal"
"Genus","ST16",20001,108.287022903384,"Subtidal"
"Genus","ST16",21001,110.222277176653,"Subtidal"
"Genus","ST16",22001,112.085278451128,"Subtidal"
"Genus","ST16",23001,113.880963403277,"Subtidal"
"Genus","ST16",24001,115.61379110817,"Subtidal"
"Genus","ST16",25001,117.287803805112,"Subtidal"
"Genus","ST16",26001,118.90667751955,"Subtidal"
"Genus","ST16",27001,120.473764769017,"Subtidal"
"Genus","ST16",28001,121.992130918794,"Subtidal"
"Genus","ST16",29001,123.464585460102,"Subtidal"
"Genus","ST16",30001,124.893709024524,"Subtidal"
"Genus","ST16",31001,126.281876916401,"Subtidal"
"Genus","ST16",32001,127.631279731151,"Subtidal"
"Genus","ST16",33001,128.943941435563,"Subtidal"
"Genus","ST16",34001,130.221735347261,"Subtidal"
"Genus","ST16",35001,131.466398269858,"Subtidal"
"Genus","ST16",36001,132.679543057145,"Subtidal"
"Genus","ST16",37001,133.862669790276,"Subtidal"
"Genus","ST16",38001,135.017175768278,"Subtidal"
"Genus","ST16",39001,136.144364436503,"Subtidal"
"Genus","ST16",40001,137.245453398794,"Subtidal"
"Genus","ST16",41001,138.32158163365,"Subtidal"
"Genus","ST16",42001,139.373815959248,"Subtidal"
"Genus","ST16",43001,140.403156892123,"Subtidal"
"Genus","ST16",44001,141.410543933664,"Subtidal"
"Genus","ST16",45001,142.396860344475,"Subtidal"
"Genus","ST16",46001,143.362937491778,"Subtidal"
"Genus","ST16",47001,144.309558773779,"Subtidal"
"Genus","ST16",48001,145.237463216814,"Subtidal"
"Genus","ST16",49001,146.147348707221,"Subtidal"
"Genus","ST16",50001,147.039875000495,"Subtidal"
"Genus","ST16",51001,147.915666393832,"Subtidal"
"Genus","ST16",52001,148.775314240713,"Subtidal"
"Genus","ST16",53001,149.619379195919,"Subtidal"
"Genus","ST16",54001,150.448393326432,"Subtidal"
"Genus","ST16",55001,151.262861990006,"Subtidal"
"Genus","ST16",56001,152.063265613259,"Subtidal"
"Genus","ST16",57001,152.850061293337,"Subtidal"
"Genus","ST16",58001,153.623684294993,"Subtidal"
"Genus","ST16",59001,154.384549405046,"Subtidal"
"Genus","ST16",60001,155.133052229952,"Subtidal"
"Genus","ST16",61001,155.869570321131,"Subtidal"
"Genus","ST16",62001,156.59446429464,"Subtidal"
"Genus","ST16",63001,157.308078809999,"Subtidal"
"Genus","ST16",64001,158.010743513121,"Subtidal"
"Genus","ST16",65001,158.702773890293,"Subtidal"
"Genus","ST16",66001,159.384472067164,"Subtidal"
"Genus","ST16",67001,160.056127549221,"Subtidal"
"Genus","ST16",68001,160.718017940126,"Subtidal"
"Genus","ST16",69001,161.370409554102,"Subtidal"
"Genus","ST16",70001,162.013558030495,"Subtidal"
"Genus","ST16",71001,162.64770890203,"Subtidal"
"Genus","ST16",72001,163.273098113251,"Subtidal"
"Genus","ST16",73001,163.889952515517,"Subtidal"
"Genus","ST16",74001,164.498490312941,"Subtidal"
"Genus","ST16",75001,165.098921522383,"Subtidal"
"Genus","ST16",76001,165.691448333224,"Subtidal"
"Genus","ST16",77001,166.276265528412,"Subtidal"
"Genus","ST16",78001,166.853560822443,"Subtidal"
"Genus","ST16",79001,167.42351518004,"Subtidal"
"Genus","ST16",80001,167.986303161626,"Subtidal"
"Genus","ST16",81001,168.542093202487,"Subtidal"
"Genus","ST16",82001,169.091047880552,"Subtidal"
"Genus","ST16",83001,169.633324207905,"Subtidal"
"Genus","ST16",84001,170.169073855066,"Subtidal"
"Genus","ST16",85001,170.698443388177,"Subtidal"
"Genus","ST16",86001,171.221574512249,"Subtidal"
"Genus","ST16",87001,171.738604251658,"Subtidal"
"Genus","ST16",88001,172.249665160204,"Subtidal"
"Genus","ST16",89001,172.75488551926,"Subtidal"
"Genus","ST16",90001,173.254389499564,"Subtidal"
"Genus","ST16",91001,173.748297333551,"Subtidal"
"Genus","ST16",92001,174.23672549226,"Subtidal"
"Genus","ST16",93001,174.719786810036,"Subtidal"
"Genus","ST16",94001,175.19759064593,"Subtidal"
"Genus","ST16",95001,175.670243030055,"Subtidal"
"Genus","ST16",96001,176.137846755059,"Subtidal"
"Genus","ST16",97001,176.600501557888,"Subtidal"
"Genus","ST16",98001,177.058304190364,"Subtidal"
"Genus","ST16",99001,177.511348546806,"Subtidal"
"Genus","ST16",100001,177.959725785574,"Subtidal"
"Genus","ST16",101001,178.403524410416,"Subtidal"
"Genus","ST16",102001,178.842830382622,"Subtidal"
"Genus","ST16",103001,179.277727204457,"Subtidal"
"Genus","ST16",104001,179.708296022668,"Subtidal"
"Genus","ST16",105001,180.134615688691,"Subtidal"
"Genus","ST16",106001,180.556762878015,"Subtidal"
"Genus","ST16",107001,180.974812121572,"Subtidal"
"Genus","ST16",108001,181.388835923188,"Subtidal"
"Genus","ST16",109001,181.79890480688,"Subtidal"
"Genus","ST16",110001,182.205087386783,"Subtidal"
"Genus","ST16",111001,182.607450443628,"Subtidal"
"Genus","ST16",112001,183.006058974899,"Subtidal"
"Genus","ST16",113001,183.400976264711,"Subtidal"
"Genus","ST16",114001,183.792263936606,"Subtidal"
"Genus","ST16",115001,184.179982003777,"Subtidal"
"Genus","ST16",116001,184.564188943795,"Subtidal"
"Genus","ST16",117001,184.944941720974,"Subtidal"
"Genus","ST16",118001,185.322295852244,"Subtidal"
"Genus","ST16",119001,185.696305453153,"Subtidal"
"Genus","ST16",120001,186.067023276071,"Subtidal"
"Genus","ST16",121001,186.434500766427,"Subtidal"
"Genus","ST16",122001,186.798788091461,"Subtidal"
"Genus","ST16",123001,187.159934185544,"Subtidal"
"Genus","ST16",124001,187.517986789299,"Subtidal"
"Genus","ST16",125001,187.872992491702,"Subtidal"
"Genus","ST16",126001,188.224996754307,"Subtidal"
"Genus","ST16",127001,188.574043960053,"Subtidal"
"Genus","ST16",128001,188.920177432708,"Subtidal"
"Genus","ST16",129001,189.263439477002,"Subtidal"
"Genus","ST16",130001,189.603871411185,"Subtidal"
"Genus","ST16",131001,189.941513592428,"Subtidal"
"Genus","ST16",132001,190.276405448119,"Subtidal"
"Genus","ST16",133001,190.608585501942,"Subtidal"
"Genus","ST16",134001,190.938091395199,"Subtidal"
"Genus","ST16",135001,191.264959931446,"Subtidal"
"Genus","ST16",136001,191.589227078038,"Subtidal"
"Genus","ST16",137001,191.910928003366,"Subtidal"
"Genus","ST16",138001,192.230097104269,"Subtidal"
"Genus","ST16",139001,192.546768012294,"Subtidal"
"Genus","ST16",140001,192.860973635682,"Subtidal"
"Genus","ST16",141001,193.172746159495,"Subtidal"
"Genus","ST16",142001,193.48211707922,"Subtidal"
"Genus","ST16",143001,193.789117221208,"Subtidal"
"Genus","ST16",144001,194.09377675632,"Subtidal"
"Genus","ST16",145001,194.396125209738,"Subtidal"
"Genus","ST16",146001,194.696191507832,"Subtidal"
"Genus","ST16",147001,194.994003958942,"Subtidal"
"Genus","ST16",148001,195.289590295134,"Subtidal"
"Genus","ST16",149001,195.58297767597,"Subtidal"
"Genus","ST16",150001,195.874192709023,"Subtidal"
"Genus","ST16",151001,196.163261464767,"Subtidal"
"Genus","ST16",152001,196.450209490984,"Subtidal"
"Genus","ST16",153001,196.735061826716,"Subtidal"
"Genus","ST16",154001,197.017843011099,"Subtidal"
"Genus","ST16",155001,197.298577102954,"Subtidal"
"Genus","ST16",156001,197.577287688699,"Subtidal"
"Genus","ST16",157001,197.853997906657,"Subtidal"
"Genus","ST16",158001,198.128730434987,"Subtidal"
"Genus","ST16",159001,198.40150752961,"Subtidal"
"Genus","ST16",160001,198.672351016844,"Subtidal"
"Genus","ST16",161001,198.941282322041,"Subtidal"
"Genus","ST16",162001,199.208322451827,"Subtidal"
"Genus","ST16",163001,199.473492035117,"Subtidal"
"Genus","ST16",164001,199.736811315114,"Subtidal"
"Genus","ST16",165001,199.998300167097,"Subtidal"
"Genus","ST16",166001,200.257978098509,"Subtidal"
"Genus","ST16",167001,200.515864264844,"Subtidal"
"Genus","ST16",168001,200.77197748386,"Subtidal"
"Genus","ST16",169001,201.026336231383,"Subtidal"
"Genus","ST16",170001,201.278958656413,"Subtidal"
"Genus","ST16",171001,201.529862586147,"Subtidal"
"Genus","ST16",172001,201.779065544803,"Subtidal"
"Genus","ST16",173001,202.026584744764,"Subtidal"
"Genus","ST16",174001,202.27243710321,"Subtidal"
"Genus","ST16",175001,202.516639248068,"Subtidal"
"Genus","ST16",176001,202.759207523887,"Subtidal"
"Genus","ST16",177001,203.00015800183,"Subtidal"
"Genus","ST16",178001,203.239506479744,"Subtidal"
"Genus","ST16",179001,203.477268494755,"Subtidal"
"Genus","ST16",180001,203.713459326872,"Subtidal"
"Genus","ST16",181001,203.948094002674,"Subtidal"
"Genus","ST16",182001,204.181187305516,"Subtidal"
"Genus","ST16",183001,204.412753777961,"Subtidal"
"Genus","ST16",184001,204.642807728725,"Subtidal"
"Genus","ST16",185001,204.871363244989,"Subtidal"
"Genus","ST16",186001,205.098434173706,"Subtidal"
"Genus","ST16",187001,205.324034153258,"Subtidal"
"Genus","ST16",188001,205.548176614854,"Subtidal"
"Genus","ST16",189001,205.77087476738,"Subtidal"
"Genus","ST16",190001,205.992141625441,"Subtidal"
"Genus","ST16",191001,206.211989998046,"Subtidal"
"Genus","ST16",192001,206.430432496775,"Subtidal"
"Genus","ST16",193001,206.647481550361,"Subtidal"
"Genus","ST16",194001,206.863149396166,"Subtidal"
"Genus","ST16",195001,207.077448083052,"Subtidal"
"Genus","ST16",196001,207.290389488983,"Subtidal"
"Genus","ST16",197001,207.501985310294,"Subtidal"
"Genus","ST16",198001,207.712247073967,"Subtidal"
"Genus","ST16",199001,207.921186144496,"Subtidal"
"Genus","ST16",200001,208.128813708629,"Subtidal"
"Genus","ST16",201001,208.335140804421,"Subtidal"
"Genus","ST16",202001,208.540178304086,"Subtidal"
"Genus","ST16",203001,208.743936930014,"Subtidal"
"Genus","ST16",204001,208.946427252848,"Subtidal"
"Genus","ST16",205001,209.147659689187,"Subtidal"
